fold,density,n_train_patients,n_eval_patients,n_channels,n_valid_profile_channels,profile_channel_coverage,n_graph_edges,n_valid_edges,mean_edge_weight,edge_semantic_similarity,matched_nonedge_semantic_similarity,edge_minus_matched_nonedge,matched_exact_stratum_rate,primary_permutation_effect_mean,primary_permutation_effect_sd,primary_permutation_p_fold,topology_edge_similarity_mean_secondary,topology_edge_similarity_sd_secondary,topology_edge_similarity_p_fold_secondary,topology_observed_edge_similarity_secondary,topology_successful_rewires,topology_failed_rewires,topology_mean_edge_change_fraction,pairwise_coupling_semantic_rho_descriptive,global_nmi,global_ari,n_communities,mean_profile_mass
2,0.05,288,72,768,768,1.0,14727,14727,0.7852759099104014,0.7546829308421418,0.6945854261097599,0.060097504732381846,1.0,-0.00037761897022892056,0.005302007283936578,0.000999000999000999,0.713071632033613,0.0008950554022428105,0.009900990099009901,0.7546829308421418,100,0,0.6321857812181707,0.08541412584874719,0.1328119274283073,0.050306256378437095,121,0.11620917844381477
2,0.1,288,72,768,768,1.0,29453,29453,0.701918353528627,0.7500081273906866,0.6944380377109907,0.0555700896796959,1.0,-9.347363815483179e-06,0.00537603894215286,0.000999000999000999,0.7163917484375173,0.0005125272217383642,0.009900990099009901,0.7500081273906866,100,0,0.6005636098190338,0.08541412584874719,0.06567808434578418,-0.0008836506616502542,35,0.11620917844381477
3,0.01,288,72,768,768,1.0,2946,2946,0.9112600920066314,0.7579256819752406,0.638857679042749,0.11906800293249153,1.0,0.00014477269425498351,0.009433300449583435,0.000999000999000999,0.6742793364869225,0.0026204426601986537,0.009900990099009901,0.7579256819752406,100,0,0.7063340122199594,0.09876129564610689,0.22415226130000437,0.030382871867422747,470,0.1157218905572815
3,0.025,288,72,768,768,1.0,7364,7364,0.8520807656710668,0.7490193001670531,0.646504977256542,0.1025143229105111,1.0,3.091314028277947e-05,0.007002714683047812,0.000999000999000999,0.6870814174421271,0.0015234788076125918,0.009900990099009901,0.7490193001670531,100,0,0.6664394350896251,0.09876129564610689,0.18302211491199613,0.04305753626775423,283,0.1157218905572815
3,0.05,288,72,768,768,1.0,14727,14727,0.7913445264371062,0.7426370224990241,0.6665368327960213,0.07610018970300281,1.0,0.00018755065666398852,0.005636949978298048,0.000999000999000999,0.6939163367186335,0.000977469461845385,0.009900990099009901,0.7426370224990241,100,0,0.6193365926529504,0.09876129564610689,0.1389166300046871,0.03557226667324809,140,0.1157218905572815
3,0.1,288,72,768,768,1.0,29453,29453,0.7104084194376963,0.7377541910090295,0.6706108014523224,0.06714338955670707,1.0,9.18822878973633e-05,0.005641882622484915,0.000999000999000999,0.6982325250513965,0.000599231652285807,0.009900990099009901,0.7377541910090295,100,0,0.5768488778732217,0.09876129564610689,0.07273801391239793,0.020279242075248265,45,0.1157218905572815
4,0.01,288,72,768,768,1.0,2946,2946,0.9087936881401889,0.7651660216846884,0.6490299852155859,0.11613603646910253,1.0,-0.0001085340318888709,0.008917474184003214,0.000999000999000999,0.6882956665597763,0.002309565610888592,0.009900990099009901,0.7651660216846884,100,0,0.7067854718262051,0.0973676463848889,0.21872521015730215,0.026345019417001125,467,0.11604769711939024
4,0.025,288,72,768,768,1.0,7364,7364,0.8479924976817159,0.7579764052444993,0.6611154277348409,0.09686097750965839,1.0,-0.00015264243570771018,0.006259744118645593,0.000999000999000999,0.6993353908590306,0.0014654194206587044,0.009900990099009901,0.7579764052444993,100,0,0.6676833242802824,0.0973676463848889,0.18072907364304164,0.04518233845474006,276,0.11604769711939024
4,0.05,288,72,768,768,1.0,14727,14727,0.7848264437866327,0.7501770302147724,0.6818382111113601,0.06833881910341233,1.0,3.389778023483547e-05,0.005604683438426834,0.000999000999000999,0.7047687213311555,0.0009116767292635658,0.009900990099009901,0.7501770302147724,100,0,0.6265362938819855,0.0973676463848889,0.1291959685144845,0.03031119909161903,124,0.11604769711939024
4,0.1,288,72,768,768,1.0,29453,29453,0.7008681142389176,0.7447820016114634,0.6852135352211614,0.059568466390302,1.0,-0.0002716188634538471,0.005534547903269823,0.000999000999000999,0.7084373073186654,0.0005997022341969507,0.009900990099009901,0.7447820016114634,100,0,0.5933690965266696,0.0973676463848889,0.06956836589123674,0.006917315317846201,35,0.11604769711939024
