fold,coupling_bin,n_pairs,mean_coupling,mean_semantic_similarity
0,1,28767,-0.5411879282405659,0.6185172713171592
0,2,28766,-0.3099622672658863,0.6421945938295317
0,3,28766,-0.18163357593547347,0.6461585154545358
0,4,28766,-0.08025486550277328,0.6497045361368586
0,5,28766,0.010330473661917677,0.6492006876845826
0,6,28766,0.09836415128525054,0.6489674624595101
0,7,28766,0.19049127903604332,0.6476783250712305
0,8,28766,0.2933728005660655,0.6434310680740626
0,9,28766,0.4197945295085194,0.6355754090028691
0,10,28766,0.6230217291978085,0.6152532321439352
1,1,28995,-0.5430247552677334,0.6085924300507125
1,2,28994,-0.31190706109600225,0.6374245037211075
1,3,28994,-0.18324454506417157,0.6442971267281038
1,4,28994,-0.08152600075129135,0.6466631501943749
1,5,28994,0.008977701332866064,0.645817619601185
1,6,28994,0.09720155640218978,0.6457447964783848
1,7,28994,0.19115588980888282,0.6436477654061711
1,8,28994,0.2952788358448356,0.6377612054782753
1,9,28994,0.4220113501226535,0.6287926263510975
1,10,28994,0.6250667250475382,0.5982477790325981
2,1,28918,-0.5477683291294828,0.6075535529890624
2,2,28918,-0.31547476779326417,0.6348783631086858
2,3,28918,-0.185256081090848,0.6406605181625101
2,4,28918,-0.08226049709143791,0.6434416307460054
2,5,28918,0.009322211283158377,0.6430582119721774
2,6,28918,0.09844058444175939,0.6428588185283088
2,7,28918,0.19255243225852461,0.6386438257464935
2,8,28918,0.29760668409689484,0.6342834152214621
2,9,28918,0.4246317349608853,0.6220088179597042
2,10,28918,0.6284421744219256,0.5957889650597582
3,1,28691,-0.5406497778959266,0.6052424649766028
3,2,28691,-0.31239701030746914,0.6296185770032948
3,3,28691,-0.18377731694378976,0.6335696962777665
3,4,28690,-0.08227782350021845,0.6371348638584475
3,5,28690,0.008511943398562994,0.6349600904079441
3,6,28690,0.09657119264783527,0.6348845212655425
3,7,28690,0.19013667952781033,0.6331695174609481
3,8,28690,0.293869621090772,0.6279348458356464
3,9,28690,0.4192765550675719,0.6208625141162565
3,10,28690,0.6194140119379787,0.5958592039889404
4,1,28995,-0.5357978258919868,0.6076650822157896
4,2,28994,-0.3073351458846174,0.63693439143475
4,3,28994,-0.17989595899753497,0.6417330842853517
4,4,28994,-0.07972030605738648,0.6433933059079671
4,5,28994,0.00922466057478238,0.642453162143359
4,6,28994,0.0957082202657871,0.6412591277860016
4,7,28994,0.18754612666961476,0.6397440149909177
4,8,28994,0.2900288740473495,0.633465899332625
4,9,28994,0.4146105203909997,0.6234880026091609
4,10,28994,0.6166789583151647,0.592459584791229
