fold,density,n_train_patients,n_eval_patients,n_channels,n_valid_profile_channels,profile_channel_coverage,n_graph_edges,n_valid_edges,mean_edge_weight,edge_semantic_similarity,matched_nonedge_semantic_similarity,edge_minus_matched_nonedge,matched_exact_stratum_rate,primary_permutation_effect_mean,primary_permutation_effect_sd,primary_permutation_p_fold,topology_edge_similarity_mean_secondary,topology_edge_similarity_sd_secondary,topology_edge_similarity_p_fold_secondary,topology_observed_edge_similarity_secondary,topology_successful_rewires,topology_failed_rewires,topology_mean_edge_change_fraction,pairwise_coupling_semantic_rho_descriptive,global_nmi,global_ari,n_communities,mean_profile_mass
0,0.01,288,72,768,759,0.98828125,2946,2465,0.8388957638226542,0.5789866838264807,0.5816569750659203,-0.002670291239439626,1.0,0.00017862963681826116,0.009530701678623783,0.6133866133866134,0.542227034356572,0.0019470728924266508,0.009900990099009901,0.5789866838264807,100,0,0.6846247464503041,-0.0016722477756966365,0.33668628423687613,0.000963876232403408,429,0.06167506398569393
0,0.025,288,72,768,759,0.98828125,7364,6542,0.7701140949509997,0.5941626759686511,0.5989703679945713,-0.0048076920259201295,1.0,-8.586239424709497e-05,0.006310621659045067,0.7662337662337663,0.5722883548939233,0.0009483588492067915,0.009900990099009901,0.5941626759686511,100,0,0.6660470804035463,-0.0016722477756966365,0.249732976744648,0.0011816612128687817,254,0.06167506398569393
0,0.05,288,72,768,759,0.98828125,14727,13563,0.7062038098627347,0.6055165498444589,0.6046918810878726,0.0008246687565862665,1.0,-6.654471592833921e-05,0.005100954121618553,0.4195804195804196,0.5909924080892767,0.0007093320409296104,0.009900990099009901,0.6055165498444589,100,0,0.6387458526874584,-0.0016722477756966365,0.17514420420154936,0.009219598258089214,136,0.06167506398569393
0,0.1,288,72,768,759,0.98828125,29453,27704,0.6277063932698931,0.6147416640255574,0.6141886358159683,0.0005530282095891348,1.0,-0.0001455540539681589,0.0045793589545297725,0.44155844155844154,0.6057620067087429,0.0004732628785620073,0.009900990099009901,0.6147416640255574,100,0,0.5972444412359227,-0.0016722477756966365,0.08774444205094116,0.0011730918588829468,52,0.06167506398569393
1,0.01,288,72,768,762,0.9921875,2946,2668,0.8375368113847086,0.5495891061642972,0.5585715144570516,-0.008982408292754318,1.0,-0.00010113505476672491,0.009753274855312907,0.8191808191808192,0.5072256986057782,0.0020803732056283663,0.009900990099009901,0.5495891061642972,100,0,0.6844377811094452,-0.007626887743038997,0.33935426906562566,-0.001786036912555671,413,0.0632811646271299
1,0.025,288,72,768,762,0.9921875,7364,6861,0.7692576876731317,0.5660317277322188,0.5744430384307897,-0.008411310698570929,1.0,-5.83633082711259e-05,0.007153712806283917,0.8761238761238761,0.5424801557168489,0.0011096033825048852,0.009900990099009901,0.5660317277322188,100,0,0.6671724238449205,-0.007626887743038997,0.25546043129556334,0.00017751509855760527,251,0.0632811646271299
1,0.05,288,72,768,762,0.9921875,14727,14033,0.7057394791620357,0.5831429588426822,0.5908537462189544,-0.007710787376272177,1.0,6.591686736025316e-05,0.005609368735158392,0.9040959040959041,0.5682713856863817,0.0007696271492574195,0.009900990099009901,0.5831429588426822,100,0,0.6356545286111309,-0.007626887743038997,0.162045563220615,0.005543592712894045,125,0.0632811646271299
1,0.1,288,72,768,762,0.9921875,29453,28410,0.6276253015185909,0.5976989643865055,0.6026607810482304,-0.004961816661724905,1.0,1.6430219445576433e-05,0.005039230014027272,0.8421578421578422,0.5879015809445347,0.0004716293549276176,0.009900990099009901,0.5976989643865055,100,0,0.5945434706089404,-0.007626887743038997,0.08887774719792108,0.0020273790471724293,51,0.0632811646271299
2,0.01,288,72,768,761,0.9908854166666666,2946,2603,0.8414450466160215,0.5513296319778619,0.5676318285036578,-0.016302196525795898,1.0,-0.00026107329024395085,0.009644563594438662,0.955044955044955,0.5104088891508681,0.002148438493344982,0.009900990099009901,0.5513296319778619,100,0,0.6800845178640031,-0.015817814364079925,0.33557762306353767,0.000888874346432451,420,0.06456741014791205
2,0.025,288,72,768,761,0.9908854166666666,7364,6788,0.7733288536705694,0.5681213798240502,0.5739807968782857,-0.005859417054235538,1.0,0.00013280574913196685,0.006535923831605366,0.8211788211788211,0.5451047417120044,0.0011930635250181636,0.009900990099009901,0.5681213798240502,100,0,0.6633942251031231,-0.015817814364079925,0.26747836522729374,0.008204507017366037,269,0.06456741014791205
