fold,coupling_bin,n_pairs,mean_coupling,mean_semantic_similarity
0,1,6498,-0.7819760669873349,0.6161671934905159
0,2,6498,-0.5748994857780264,0.6472911597945427
0,3,6498,-0.39562195063443867,0.6601787359804391
0,4,6498,-0.23289077915378537,0.6665158125837157
0,5,6498,-0.07010215806207158,0.6733570435187106
0,6,6498,0.09049147757805162,0.6805466868306136
0,7,6498,0.2506777663009363,0.6831975287051638
0,8,6498,0.4143075725794729,0.674412559999937
0,9,6498,0.5990628285406543,0.6608898187668346
0,10,6498,0.819548908515619,0.6659922350680291
1,1,6462,-0.77230389498187,0.6178652979332449
1,2,6462,-0.5687192982819047,0.651916528617141
1,3,6462,-0.3953429576226781,0.6662221392871451
1,4,6462,-0.23435646808333582,0.6748233246918736
1,5,6462,-0.07222035439061583,0.6802799261359871
1,6,6462,0.0889871214122026,0.6861393087366313
1,7,6462,0.2493576772151819,0.6886573726441795
1,8,6462,0.41041004505960027,0.6774315774746962
1,9,6462,0.5925310070953487,0.665751883661427
1,10,6462,0.8118964275121733,0.6761282845039047
2,1,6498,-0.780819152674963,0.6252349376240927
2,2,6498,-0.5774523046032478,0.6497253766270557
2,3,6498,-0.40317529377778927,0.6662387367658433
2,4,6498,-0.2391211464795267,0.6751171758080259
2,5,6498,-0.074261500192797,0.6779406321928747
2,6,6498,0.09090176682470091,0.6849331852583378
2,7,6498,0.25695351601254485,0.6863280313714132
2,8,6498,0.4216103379255945,0.6758586414469696
2,9,6498,0.6021439018937006,0.6595016991024565
2,10,6498,0.8194305831573901,0.6709737600855408
3,1,6498,-0.7733552371703546,0.6027097599473323
3,2,6498,-0.567473261174064,0.6382362098810822
3,3,6498,-0.3926393955175183,0.6530363763253618
3,4,6498,-0.2314529768059464,0.661614903210085
3,5,6498,-0.0704835153907617,0.6673254284799959
3,6,6498,0.08753923889260692,0.6741783545315964
3,7,6498,0.247274904026239,0.6746931323371603
3,8,6498,0.4088611784947942,0.6652732636438816
3,9,6498,0.5908737197144471,0.6518290013421615
3,10,6498,0.8125071108206902,0.657112429921483
4,1,6498,-0.7705360637817745,0.6204902848303835
4,2,6498,-0.5631808784640207,0.6504547459337721
4,3,6498,-0.38885212452221624,0.6635996479665592
4,4,6498,-0.22785912690997095,0.6704430171745834
4,5,6498,-0.06816974675699725,0.6764380285461233
4,6,6498,0.08708405019017683,0.6829426660958364
4,7,6498,0.24543623307387616,0.6828853216623687
4,8,6498,0.406341274088849,0.6731439211688319
4,9,6498,0.5877249531547442,0.6604999675324111
4,10,6498,0.8094661479208094,0.6656325043237803
