fold,coupling_bin,n_pairs,mean_coupling,mean_semantic_similarity
0,1,6571,-0.7885751631586354,0.5511980305571601
0,2,6571,-0.5683445646092116,0.6258543117698523
0,3,6571,-0.38593488429043976,0.6606115005598567
0,4,6570,-0.21150521781851533,0.6869393092370181
0,5,6570,-0.03020698195254371,0.7099174603139463
0,6,6570,0.14838043727242467,0.7124702398267821
0,7,6570,0.31579904772468764,0.7111258823376959
0,8,6570,0.4740186522462322,0.7180206369107613
0,9,6570,0.6345071099496421,0.7258706842018645
0,10,6570,0.8285712792025246,0.7517448665309938
1,1,6571,-0.7959851442166678,0.5533600214234594
1,2,6571,-0.5772641422842824,0.6262427571829045
1,3,6571,-0.39341772199339886,0.6623819758973329
1,4,6570,-0.2131244870059556,0.6871845690211837
1,5,6570,-0.025537341160541457,0.7078890895061729
1,6,6570,0.15639946000688743,0.7070820331134342
1,7,6570,0.32552749225854805,0.7093663697562654
1,8,6570,0.4855623329866054,0.7088201907830151
1,9,6570,0.6449098343327553,0.7208336936326772
1,10,6570,0.8353601252413276,0.7466963655055588
2,1,6571,-0.7876294021686374,0.5660940446804887
2,2,6571,-0.5660778476004603,0.6330491288302035
2,3,6571,-0.3812425891140934,0.6723443133619607
2,4,6570,-0.2046120359968782,0.6944507617122436
2,5,6570,-0.023418066799290732,0.7124543515716959
2,6,6570,0.15072188450153295,0.7119275022767291
2,7,6570,0.31350120779054397,0.7143224262321648
2,8,6570,0.4725706473041427,0.7167163813893205
2,9,6570,0.634052764854734,0.7280365207150711
2,10,6570,0.8280360855481728,0.7500975709822822
3,1,6571,-0.7988483629978886,0.533718147153981
3,2,6571,-0.5825713577558229,0.6105940475381616
3,3,6571,-0.39918769246808417,0.6499012335484518
3,4,6570,-0.21832414659611885,0.6766896541736641
3,5,6570,-0.027543394568087656,0.705459712145467
3,6,6570,0.15701878809663905,0.7030722622313901
3,7,6570,0.3309917238240857,0.7017560962253604
3,8,6570,0.4923015757678008,0.7066833225198975
3,9,6570,0.6511195954209894,0.7166736958780399
3,10,6570,0.837851097976403,0.7457753344982428
4,1,6571,-0.7939910038339891,0.5474516044883875
4,2,6571,-0.5731807816402409,0.6217013154498585
4,3,6571,-0.39043347655109095,0.6594405531259239
4,4,6570,-0.21147819198947693,0.6876077090801551
4,5,6570,-0.026386026948994078,0.7084585930649031
4,6,6570,0.1535893505322544,0.7096070474065386
4,7,6570,0.32111645022205615,0.7107448221711447
4,8,6570,0.48045499043801176,0.7144036266325614
4,9,6570,0.640281159254546,0.7239372611477978
4,10,6570,0.832331417422008,0.7529699654654308
