fold,density,n_train_patients,n_eval_patients,n_channels,n_valid_profile_channels,profile_channel_coverage,n_graph_edges,n_valid_edges,mean_edge_weight,edge_semantic_similarity,matched_nonedge_semantic_similarity,edge_minus_matched_nonedge,matched_exact_stratum_rate,primary_permutation_effect_mean,primary_permutation_effect_sd,primary_permutation_p_fold,topology_edge_similarity_mean_secondary,topology_edge_similarity_sd_secondary,topology_edge_similarity_p_fold_secondary,topology_observed_edge_similarity_secondary,topology_successful_rewires,topology_failed_rewires,topology_mean_edge_change_fraction,pairwise_coupling_semantic_rho_descriptive,global_nmi,global_ari,n_communities,mean_profile_mass
0,0.01,288,72,768,759,0.98828125,2946,2465,0.8388957638226542,0.6709546100327921,0.670946514978744,8.095054048085082e-06,1.0,0.0002007619502924247,0.01031563636852951,0.5014985014985015,0.6301109052650941,0.002361805990081378,0.009900990099009901,0.6709546100327921,100,0,0.6846247464503041,-0.005901267314378321,0.19935517732218228,0.0016948012877925364,429,0.04964226980085251
0,0.025,288,72,768,759,0.98828125,7364,6542,0.7701140949509997,0.6851132903283518,0.6895282987737611,-0.004415008445409319,1.0,-0.00013169538305881124,0.006866458585815847,0.7262737262737263,0.6617882669167713,0.0012825249090288899,0.009900990099009901,0.6851132903283518,100,0,0.6660470804035463,-0.005901267314378321,0.15156727298022624,-0.00128439448545071,254,0.04964226980085251
0,0.05,288,72,768,759,0.98828125,14727,13563,0.7062038098627347,0.6969248774522511,0.6934854516333768,0.003439425818874242,1.0,-2.5358330417399655e-05,0.005477065801917551,0.26373626373626374,0.6817714164377614,0.0008780958076412143,0.009900990099009901,0.6969248774522511,100,0,0.6387458526874584,-0.005901267314378321,0.10845141521962233,0.008289250276785377,136,0.04964226980085251
0,0.1,288,72,768,759,0.98828125,29453,27704,0.6277063932698931,0.7059568776270044,0.7074369809887885,-0.0014801033617840575,1.0,-0.0002284747569761334,0.004896693178152999,0.5904095904095904,0.6971086720472196,0.0005508049887097278,0.009900990099009901,0.7059568776270044,100,0,0.5972444412359227,-0.005901267314378321,0.05719190452997154,-0.00025121231452169776,52,0.04964226980085251
1,0.01,288,72,768,762,0.9921875,2946,2668,0.8375368113847086,0.6516466858433032,0.644007110062884,0.007639575780419183,1.0,-0.0001813698569514991,0.010054843992934265,0.2047952047952048,0.6014618355700475,0.002847583642304953,0.009900990099009901,0.6516466858433032,100,0,0.6844377811094452,-0.009631813650754457,0.20060974533500675,0.00280426680029665,413,0.050611847713111904
1,0.025,288,72,768,762,0.9921875,7364,6861,0.7692576876731317,0.6600123173962903,0.6634924226760621,-0.003480105279771828,1.0,5.90587008650959e-05,0.007453742840641587,0.6793206793206793,0.6345835071814095,0.0014010618173182223,0.009900990099009901,0.6600123173962903,100,0,0.6671724238449205,-0.009631813650754457,0.16057636658072832,0.007675359956812041,251,0.050611847713111904
1,0.05,288,72,768,762,0.9921875,14727,14033,0.7057394791620357,0.6752510003099064,0.6789438934310491,-0.0036928931211427374,1.0,-0.00016058245318914288,0.005760335925889962,0.7282717282717283,0.6593420488174887,0.0009420847807010119,0.009900990099009901,0.6752510003099064,100,0,0.6356545286111309,-0.009631813650754457,0.10282043597703214,0.006346152704647698,125,0.050611847713111904
1,0.1,288,72,768,762,0.9921875,29453,28410,0.6276253015185909,0.6880939422956666,0.6919268309959701,-0.003832888700303516,1.0,-4.8391109823135325e-05,0.005117150856165588,0.7552447552447552,0.6780410805147922,0.0005714948305868407,0.009900990099009901,0.6880939422956666,100,0,0.5945434706089404,-0.009631813650754457,0.05091562773551761,-0.003369600284824692,51,0.050611847713111904
2,0.01,288,72,768,761,0.9908854166666666,2946,2603,0.8414450466160215,0.657748563609183,0.6597941506841034,-0.0020455870749204186,1.0,-0.0004684230703489558,0.010035789838665269,0.5694305694305695,0.6129008380149716,0.0023374933616135754,0.009900990099009901,0.657748563609183,100,0,0.6800845178640031,-0.013277895676077766,0.19780763400950374,0.0002538377748893285,420,0.05174380460595819
2,0.025,288,72,768,761,0.9908854166666666,7364,6788,0.7733288536705694,0.6696930231096193,0.670918362936153,-0.0012253398265337223,1.0,4.3821824598949675e-05,0.006982443215619713,0.5764235764235764,0.6457559449404187,0.0014671509442149178,0.009900990099009901,0.6696930231096193,100,0,0.6633942251031231,-0.013277895676077766,0.16382068856130155,0.006637554878814464,269,0.05174380460595819
