fold,density,n_train_patients,n_eval_patients,n_channels,n_valid_profile_channels,profile_channel_coverage,n_graph_edges,n_valid_edges,mean_edge_weight,edge_semantic_similarity,matched_nonedge_semantic_similarity,edge_minus_matched_nonedge,matched_exact_stratum_rate,primary_permutation_effect_mean,primary_permutation_effect_sd,primary_permutation_p_fold,topology_edge_similarity_mean_secondary,topology_edge_similarity_sd_secondary,topology_edge_similarity_p_fold_secondary,topology_observed_edge_similarity_secondary,topology_successful_rewires,topology_failed_rewires,topology_mean_edge_change_fraction,pairwise_coupling_semantic_rho_descriptive,global_nmi,global_ari,n_communities,mean_profile_mass
0,0.01,288,72,2112,2112,1.0,22293,22293,0.6580886603856169,0.6544845304017636,0.6118656117740804,0.04261891862768319,1.0,8.241952277911202e-05,0.0029724128269675485,0.000999000999000999,0.6202220277144062,0.0005976670447885329,0.009900990099009901,0.6544845304017636,100,0,0.7700619028394563,0.08501622716985796,0.2185466563305831,0.016722638438606136,552,0.2551529938699932
0,0.025,288,72,2112,2112,1.0,55731,55731,0.573572087517857,0.650970781144433,0.6177330983088105,0.03323768283562245,1.0,4.412765106394878e-06,0.0019435537268769985,0.000999000999000999,0.6229314965028465,0.0004004036148608227,0.009900990099009901,0.650970781144433,100,0,0.7737810195402918,0.08501622716985796,0.10660774611570752,0.013813936845984524,169,0.2551529938699932
0,0.05,288,72,2112,2112,1.0,111461,111461,0.5020741852510816,0.6482096752152421,0.6183257161580551,0.029883959057186993,1.0,-3.556527201143411e-06,0.0012577061248907056,0.000999000999000999,0.6247338064628153,0.00027308192913261486,0.009900990099009901,0.6482096752152421,100,0,0.7711270309794459,0.08501622716985796,0.03839161421765467,0.01466792926498887,20,0.2551529938699932
0,0.1,288,72,2112,2112,1.0,222922,222922,0.4235749347852774,0.6454313467303315,0.6206122354176447,0.02481911131268688,1.0,-4.943479440242093e-06,0.0008258077343741998,0.000999000999000999,0.626645268833939,0.00017264183395322098,0.009900990099009901,0.6454313467303315,100,0,0.75439916203874,0.08501622716985796,0.02751799260989596,0.015310455025984241,5,0.2551529938699932
1,0.01,288,72,2112,2112,1.0,22293,22293,0.6705854644041995,0.6624304328929255,0.6210115894672198,0.041418843425705676,1.0,0.00016122256926500933,0.0031672836074134775,0.000999000999000999,0.6283188165827559,0.0006894099935415998,0.009900990099009901,0.6624304328929255,100,0,0.7524119678822949,0.07961585374493685,0.22885773179927565,0.011809060286606301,607,0.25594413214095574
1,0.025,288,72,2112,2112,1.0,55731,55731,0.5852066731592075,0.6589408811230018,0.6255665014519866,0.0333743796710152,1.0,-0.00010378240049277476,0.0021395701896427008,0.000999000999000999,0.6315199431117017,0.0003682991377276442,0.009900990099009901,0.6589408811230018,100,0,0.7582706213776893,0.07961585374493685,0.11490051926926247,0.011938646107972435,200,0.25594413214095574
1,0.05,288,72,2112,2112,1.0,111461,111461,0.5124754100923977,0.6561906568512068,0.6274379358571534,0.02875272099405346,1.0,-8.787408206777036e-06,0.001420941862316111,0.000999000999000999,0.6339819490430176,0.00028083989013173575,0.009900990099009901,0.6561906568512068,100,0,0.7587365984514762,0.07961585374493685,0.03745040737300515,0.009914240315820414,29,0.25594413214095574
1,0.1,288,72,2112,2112,1.0,222922,222922,0.432565040105769,0.6536514473115211,0.6295518267922726,0.02409962051924852,1.0,3.0391646560392503e-05,0.0008869993964661002,0.000999000999000999,0.6361109983174731,0.00014266096536534655,0.009900990099009901,0.6536514473115211,100,0,0.7455349404724523,0.07961585374493685,0.025108897002040068,0.0167899888884655,4,0.25594413214095574
2,0.01,288,72,2112,2112,1.0,22293,22293,0.6668742242724164,0.645479971188154,0.606311227648835,0.039168743539318984,1.0,8.640316967361417e-05,0.0032075795815121352,0.000999000999000999,0.6106537348541915,0.0006514192772626183,0.009900990099009901,0.645479971188154,100,0,0.7638509846140044,0.08377107948698517,0.22063950182656644,0.015474732841338955,577,0.2560539686583643
2,0.025,288,72,2112,2112,1.0,55731,55731,0.5825874555176731,0.6427222900489928,0.6078886808627838,0.034833609186209036,1.0,3.714470800267367e-05,0.0020287365780942935,0.000999000999000999,0.6142481959523161,0.00037107451968164726,0.009900990099009901,0.6427222900489928,100,0,0.7678164755701493,0.08377107948698517,0.10458485650291759,0.012364835544771382,177,0.2560539686583643
